Frame_No,Template_No,x,y,mx,my
116,2,215,226,216.37715,219.28697
116,3,368,194,370.69977,186.43375
116,4,675,218,678.0969,208.61307
116,5,1062,48,1058.4702,40.04674
116,6,818,434,821.5646,422.2026
117,1,100,237,100.59656,231.6608
117,2,215,226,216.37958,219.97057
117,3,368,194,370.86765,186.88425
117,4,675,218,678.041,209.11002
117,5,1062,48,1058.6705,40.589287
117,6,818,434,821.5527,422.88293
118,1,100,237,100.48796,231.78473
118,2,215,226,216.40903,220.05798
118,3,368,194,370.9076,187.18083
118,4,675,218,678.1547,209.46236
118,5,1062,48,1058.9866,41.084984
118,6,818,434,821.57336,423.56665
119,1,100,237,100.11716,231.21313
119,2,215,226,216.32227,219.53769
119,3,368,194,371.01077,186.6965
119,4,675,218,678.50244,209.36671
119,5,1062,48,1058.8658,40.930958
119,6,818,434,821.67725,423.00275
120,1,100,237,100.05657,231.34407
120,2,215,226,216.18204,219.59698
120,3,368,194,370.94244,186.8145
120,4,675,218,678.74475,209.65875
120,5,1062,48,1058.6296,41.090996
120,6,818,434,821.71515,423.1223
121,1,100,237,100.17847,231.60123
121,2,215,226,216.15852,219.86104
121,3,368,194,370.9315,186.904
121,4,675,218,678.43286,209.02582
121,5,1062,48,1058.4888,41.0964
121,6,818,434,821.8725,423.11816
122,1,100,237,99.97962,231.88014
122,2,215,226,216.04988,220.12737
122,3,368,194,370.67084,187.20778
122,4,675,218,678.1259,209.4307
122,5,1062,48,1058.3553,41.088715
122,6,818,434,821.6867,423.5154
123,1,100,237,100.17674,231.67863
123,2,215,226,216.23358,219.92178
123,3,368,194,370.8843,186.96646
123,4,675,218,678.30206,209.21901
123,5,1062,48,1058.3698,41.053284
123,6,818,434,821.61414,423.43896
124,1,100,237,100.16227,231.54175
124,2,215,226,215.99348,219.72398
124,3,368,194,370.6871,186.89284
124,4,675,218,678.08734,209.14098
124,5,1062,48,1057.9698,40.94821
124,6,818,434,821.44366,422.9435
125,1,100,237,100.25996,231.88156
125,2,215,226,216.1653,220.14728
125,3,368,194,370.74078,187.27292
125,4,675,218,678.40063,209.5223
125,5,1062,48,1058.1179,41.340485
125,6,818,434,821.6447,423.318
126,1,100,237,100.3796,231.75607
126,2,215,226,216.41507,219.92035
126,3,368,194,370.97025,186.93295
126,4,675,218,678.3009,209.1555
126,5,1062,48,1058.4203,41.04548
126,6,818,434,821.81915,422.99023
127,1,100,237,100.43377,231.77339
127,2,215,226,216.3617,219.99281
127,3,368,194,370.87888,186.93718
127,4,675,218,678.14276,209.29822
127,5,1062,48,1058.1119,40.814964
127,6,818,434,821.8414,423.06976
128,1,100,237,100.568474,232.66176
128,2,215,226,216.39644,220.7908
128,3,368,194,370.8103,187.66748
128,4,675,218,677.9735,209.46663
128,5,1062,48,1058.1119,40.814953
128,6,818,434,821.84644,423.14697
129,1,100,237,100.68458,232.742
129,2,215,226,216.48186,220.74799
129,3,368,194,370.84634,187.65022
129,4,675,218,677.947,209.42665
129,5,1062,48,1057.964,40.609962
129,6,818,434,821.8373,423.01004
130,1,100,237,100.1556,232.98251
130,2,215,226,216.05782,220.98381
130,3,368,194,370.28955,187.80154
130,4,675,218,677.3496,209.17317
130,5,1062,48,1057.5587,40.285988
130,6,818,434,821.4012,423.08002
131,1,100,237,100.836815,232.86629
131,2,215,226,216.56082,220.89496
131,3,368,194,370.7887,187.69899
131,4,675,218,677.91034,209.19527
131,5,1062,48,1058.0448,39.78679
131,6,818,434,821.869,422.7326
132,1,100,237,100.53048,232.91634
132,2,215,226,216.25664,220.85606
132,3,368,194,370.59003,187.71445
132,4,675,218,677.5979,209.35023
132,5,1062,48,1057.7394,39.721718
132,6,818,434,821.35986,422.6798
133,1,100,237,100.541695,233.17743
133,2,215,226,216.35513,221.08893
133,3,368,194,370.69,187.91335
133,4,675,218,677.79987,209.46413
133,5,1062,48,1058.0568,39.998455
133,6,818,434,821.5828,422.89243
134,1,100,237,100.43757,233.0223
134,2,215,226,216.3719,221.15877
134,3,368,194,370.76166,187.98453
134,4,675,218,677.8222,209.48593
134,5,1062,48,1058.1406,40.097534
134,6,818,434,821.45953,422.87027
135,1,100,237,100.03299,233.36859
135,2,215,226,216.06064,221.35309
135,3,368,194,370.37247,188.07169
135,4,675,218,677.9759,209.99364
135,5,1062,48,1057.8511,40.876156
135,6,818,434,821.1588,423.3369
136,1,100,237,100.5462,233.2485
136,2,215,226,216.47447,221.15208
136,3,368,194,370.80807,188.02487
136,4,675,218,678.1766,209.73306
136,5,1062,48,1058.0602,40.603928
136,6,818,434,821.7548,423.50092
137,1,100,237,100.58004,233.29175
137,2,215,226,216.54231,221.22755
137,3,368,194,370.9519,188.08315
137,4,675,218,678.1834,209.85504
137,5,1062,48,1058.0266,40.916683
137,6,818,434,821.8893,423.5266
138,1,100,237,100.95468,233.81357
138,2,215,226,216.76364,221.7584
138,3,368,194,371.08987,188.56119
138,4,675,218,678.179,209.99036
138,5,1062,48,1057.9181,41.3024
138,6,818,434,822.12274,423.7493
139,1,100,237,101.62006,233.64967
139,2,215,226,217.1888,221.35974
139,3,368,194,371.13757,188.18317
139,4,675,218,678.45374,209.59605
139,5,1062,48,1058.0015,40.424034
139,6,818,434,822.21094,422.9078
140,1,100,237,101.331116,234.0598
140,2,215,226,217.0977,221.9853
140,3,368,194,371.0939,188.68195
140,4,675,218,678.09906,210.10704
140,5,1062,48,1058.0577,40.860188
140,6,818,434,821.82733,423.51154
141,1,100,237,101.42303,234.09549
141,2,215,226,217.19174,221.99219
141,3,368,194,371.1186,188.75243
141,4,675,218,678.15137,210.122
141,5,1062,48,1058.4972,40.724464
141,6,818,434,821.6969,423.58014
142,1,100,237,101.43612,234.01428
142,2,215,226,217.15855,221.91507
142,3,368,194,371.168,188.67867
142,4,675,218,678.19635,210.09415
142,5,1062,48,1058.6354,40.623016
142,6,818,434,821.39545,423.1772
143,1,100,237,100.77678,234.66698
143,2,215,226,216.53796,222.44347
143,3,368,194,370.59976,189.19983
143,4,675,218,677.95905,210.67398
143,5,1062,48,1057.9425,41.196045
143,6,818,434,821.3279,423.54715
144,1,100,237,101.21381,234.54384
144,2,215,226,216.83958,222.36154
144,3,368,194,371.03735,189.09793
144,4,675,218,678.14777,210.27325
144,5,1062,48,1058.1786,40.9209
144,6,818,434,821.82635,423.49518
145,1,100,237,101.235374,234.69069
145,2,215,226,217.06393,222.54788
145,3,368,194,371.02325,189.10034
145,4,675,218,678.1104,210.22992
145,5,1062,48,1058.2053,40.830437
145,6,818,434,821.92365,423.47263
146,1,100,237,101.22662,234.52829
146,2,215,226,216.83733,222.32231
146,3,368,194,370.86566,188.97989
146,4,675,218,678.0235,210.20111
146,5,1062,48,1057.864,40.48072
146,6,818,434,821.51465,423.29156
147,1,100,237,100.6114,234.36383
147,2,215,226,216.54674,222.26408
147,3,368,194,370.76956,189.02643
147,4,675,218,677.8456,210.30357
147,5,1062,48,1057.8815,40.746483
147,6,818,434,821.1699,423.28113
148,1,100,237,100.911545,235.03842
148,2,215,226,216.87791,222.87952
148,3,368,194,371.0685,189.56038
148,4,675,218,678.1678,210.75386
148,5,1062,48,1057.9125,41.29012
148,6,818,434,821.7195,424.13443
149,1,100,237,101.16028,234.79138
149,2,215,226,217.10686,222.73354
149,3,368,194,371.0786,189.27866
149,4,675,218,678.35706,210.62578
149,5,1062,48,1057.9277,41.061325
149,6,818,434,821.9547,423.91464
150,1,100,237,101.051956,234.72748
150,2,215,226,216.94745,222.72266
150,3,368,194,370.98972,189.29678
150,4,675,218,678.34357,210.64392
150,5,1062,48,1057.8962,41.426685
150,6,818,434,821.87933,423.98203
151,1,100,237,100.7605,234.88992
151,2,215,226,216.75975,222.74252
151,3,368,194,370.7624,189.42311
151,4,675,218,678.09283,210.85423
151,5,1062,48,1057.8168,41.48694
151,6,818,434,821.6209,424.16986
152,1,100,237,100.75976,234.88799
152,2,215,226,216.65982,222.74579
152,3,368,194,370.84927,189.49577
152,4,675,218,678.13556,210.84563
152,5,1062,48,1057.8536,41.634224
152,6,818,434,821.62585,424.0741
153,1,100,237,100.46685,234.91826
153,2,215,226,216.55495,222.93217
153,3,368,194,370.92755,189.65874
153,4,675,218,677.93506,211.16595
153,5,1062,48,1057.5953,42.060787
153,6,818,434,821.3888,424.3422
154,1,100,237,100.57661,234.74988
154,2,215,226,216.57965,222.68687
154,3,368,194,370.65796,189.36565
154,4,675,218,678.0298,210.81102
154,5,1062,48,1057.6863,41.615463
154,6,818,434,821.47925,423.88907
155,1,100,237,100.66424,234.9478
155,2,215,226,216.58444,222.85918
155,3,368,194,370.98917,189.58891
155,4,675,218,678.1742,211.03986
155,5,1062,48,1057.9983,42.10013
155,6,818,434,821.7954,424.21262
156,1,100,237,100.57643,235.38536
156,2,215,226,216.60887,223.25166
156,3,368,194,370.96365,189.9621
156,4,675,218,678.05145,211.49837
156,5,1062,48,1057.9622,42.338158
156,6,818,434,821.88007,424.9015
157,1,100,237,100.029175,235.41702
157,2,215,226,216.08516,223.24062
157,3,368,194,370.36124,190.19366
157,4,675,218,677.9122,211.86629
157,5,1062,48,1057.4792,42.53811
157,6,818,434,821.38324,424.8002
158,1,100,237,100.4545,235.22865
158,2,215,226,216.58678,223.28848
158,3,368,194,370.95642,190.07133
158,4,675,218,678.32367,211.63612
158,5,1062,48,1058.0513,42.314217
158,6,818,434,821.82294,424.94434
159,1,100,237,99.883965,235.24216
159,2,215,226,215.95934,223.08467
159,3,368,194,370.59442,190.09761
159,4,675,218,678.0491,211.75609
159,5,1062,48,1057.842,42.656868
159,6,818,434,821.2354,425.0204
160,1,100,237,99.8928,235.08972
160,2,215,226,215.97931,223.1386
160,3,368,194,370.55258,190.1045
160,4,675,218,678.1242,211.75804
160,5,1062,48,1057.8315,43.073532
160,6,818,434,821.31055,425.03983
161,1,100,237,99.28462,235.04593
161,2,215,226,215.39464,223.105
161,3,368,194,370.20175,189.92693
161,4,675,218,677.86176,211.86282
161,5,1062,48,1057.1763,43.09513
161,6,818,434,821.08527,425.04745
162,1,100,237,99.288635,235.04509
162,2,215,226,215.5062,223.13461
162,3,368,194,370.1997,189.89294
162,4,675,218,677.92084,211.72977
162,5,1062,48,1056.9313,42.60198
162,6,818,434,821.527,424.92148
163,1,100,237,99.364944,235.08315
163,2,215,226,215.45978,223.27696
163,3,368,194,370.2279,189.9521
163,4,675,218,677.8561,211.61601
163,5,1062,48,1056.7659,42.55748
163,6,818,434,821.616,424.7834
164,1,100,237,100.03521,235.66757
164,2,215,226,215.77312,223.53447
164,3,368,194,370.25183,189.95206
164,4,675,218,677.49475,211.05515
164,5,1062,48,1056.8087,41.84613
164,6,818,434,821.7216,424.62173
165,1,100,237,100.17694,235.2896
165,2,215,226,216.11374,223.1368
165,3,368,194,370.6306,189.69043
165,4,675,218,677.9173,210.89954
165,5,1062,48,1057.1367,41.131878
165,6,818,434,821.7613,424.18085
166,1,100,237,100.29641,235.41739
166,2,215,226,216.19656,223.43272
166,3,368,194,370.8461,189.99811
166,4,675,218,678.0468,211.07683
166,5,1062,48,1057.414,41.473705
166,6,818,434,821.6937,424.09308
167,1,100,237,99.71409,235.2262
167,2,215,226,215.71579,223.0551
167,3,368,194,370.07672,189.47267
167,4,675,218,677.81726,210.74129
167,5,1062,48,1056.9825,41.168182
167,6,818,434,821.31195,423.43826
168,1,100,237,99.13138,235.11076
168,2,215,226,215.16562,222.8685
168,3,368,194,369.95245,189.55087
168,4,675,218,677.7488,210.79938
168,5,1062,48,1056.6337,41.276875
168,6,818,434,821.3337,423.65387
169,1,100,237,98.99543,235.30876
169,2,215,226,215.12886,223.15373
169,3,368,194,369.84152,189.85788
169,4,675,218,677.5202,211.21394
169,5,1062,48,1056.718,41.77535
169,6,818,434,821.25,423.99265
170,1,100,237,98.885124,235.45021
170,2,215,226,215.05081,223.19432
170,3,368,194,369.87106,189.91104
170,4,675,218,677.43506,210.88037
170,5,1062,48,1056.7423,41.77938
170,6,818,434,821.0299,424.27753
171,1,100,237,98.96117,235.48828
171,2,215,226,215.15079,223.24315
171,3,368,194,369.9375,189.89304
171,4,675,218,677.4113,211.03732
171,5,1062,48,1056.8291,41.788937
171,6,818,434,821.1624,424.37067
172,1,100,237,99.12807,235.34361
172,2,215,226,215.3092,223.22641
172,3,368,194,370.23883,189.70265
172,4,675,218,677.7764,211.11826
172,5,1062,48,1056.9701,41.511574
172,6,818,434,821.5804,424.05267
173,1,100,237,98.67783,236.2229
173,2,215,226,214.8905,223.89838
173,3,368,194,369.5798,190.45592
173,4,675,218,677.1492,211.40103
173,5,1062,48,1056.2417,42.012436
173,6,818,434,821.2377,424.45554
174,1,100,237,98.75718,236.11609
174,2,215,226,214.92804,223.82849
174,3,368,194,369.74393,190.27986
174,4,675,218,677.3449,211.14883
174,5,1062,48,1056.6411,41.517445
174,6,818,434,821.22534,424.44397
175,1,100,237,98.73362,236.17963
175,2,215,226,214.91487,223.82878
175,3,368,194,369.64404,190.14313
175,4,675,218,677.30963,211.03247
175,5,1062,48,1056.3369,40.97755
175,6,818,434,821.3038,424.28418
176,1,100,237,98.77186,236.44931
176,2,215,226,215.07225,224.05434
176,3,368,194,369.7707,190.41138
176,4,675,218,677.4968,211.00887
176,5,1062,48,1056.3292,41.230522
176,6,818,434,821.37286,424.20282
177,1,100,237,98.848045,236.61888
177,2,215,226,215.02036,224.15047
177,3,368,194,369.60474,190.4508
177,4,675,218,677.062,211.30272
177,5,1062,48,1055.7039,41.239548
177,6,818,434,821.292,424.1666
178,1,100,237,98.85918,236.39362
178,2,215,226,215.19095,223.94894
178,3,368,194,369.83743,190.34105
178,4,675,218,677.587,211.2403
178,5,1062,48,1055.998,41.177696
178,6,818,434,821.71356,423.70822
179,1,100,237,98.35167,236.90823
179,2,215,226,214.65697,224.5582
179,3,368,194,369.51627,190.90976
179,4,675,218,677.2147,211.55093
179,5,1062,48,1055.6538,41.67699
179,6,818,434,821.08246,424.20847
180,1,100,237,98.39321,236.74184
180,2,215,226,214.70673,224.4619
180,3,368,194,369.54956,190.8844
180,4,675,218,677.07806,211.40565
180,5,1062,48,1055.6677,42.039394
180,6,818,434,821.3561,423.943
181,1,100,237,97.92592,236.69693
181,2,215,226,214.22137,224.29407
181,3,368,194,369.13477,190.67734
181,4,675,218,676.91425,211.44249
181,5,1062,48,1055.689,41.89793
181,6,818,434,821.306,423.869
182,1,100,237,97.770615,236.44963
182,2,215,226,214.25581,223.94789
182,3,368,194,369.08905,190.18929
182,4,675,218,677.2417,211.05484
182,5,1062,48,1055.8903,41.324547
182,6,818,434,821.32825,423.7294
183,1,100,237,97.29231,236.41637
183,2,215,226,213.88689,224.04633
183,3,368,194,368.74442,190.27585
183,4,675,218,676.9039,211.17473
183,5,1062,48,1055.6033,41.171356
183,6,818,434,820.86523,424.04544
184,1,100,237,97.50188,236.75075
184,2,215,226,213.84552,224.11525
184,3,368,194,368.64557,190.24562
184,4,675,218,676.78723,211.19498
184,5,1062,48,1055.237,40.924828
184,6,818,434,821.16187,423.9427
185,1,100,237,97.30907,236.97131
185,2,215,226,213.58345,224.42998
185,3,368,194,368.27313,190.4286
185,4,675,218,676.25757,211.0128
185,5,1062,48,1054.702,40.735683
185,6,818,434,820.79987,424.11862
186,1,100,237,97.36132,237.81117
186,2,215,226,213.59465,225.269
186,3,368,194,368.2948,191.09999
186,4,675,218,676.3399,211.57921
186,5,1062,48,1054.2383,40.91392
186,6,818,434,820.73456,424.39594
187,1,100,237,97.89548,237.98407
187,2,215,226,213.94061,225.28949
187,3,368,194,368.45312,191.16861
187,4,675,218,676.1699,211.32455
187,5,1062,48,1054.2355,40.414738
187,6,818,434,821.138,423.97525
188,1,100,237,98.27635,238.02174
188,2,215,226,214.1877,225.42038
188,3,368,194,368.56766,191.38045
188,4,675,218,676.20123,211.24002
188,5,1062,48,1054.2317,40.409206
188,6,818,434,821.27637,423.89725
189,1,100,237,97.77042,238.3145
189,2,215,226,213.94011,225.55823
189,3,368,194,368.14264,191.482
189,4,675,218,675.60706,211.36885
189,5,1062,48,1053.8174,40.180035
189,6,818,434,820.57043,423.92514
190,1,100,237,98.00489,238.19339
190,2,215,226,214.0923,225.58032
190,3,368,194,368.67242,191.68166
190,4,675,218,676.1832,211.62167
190,5,1062,48,1054.3838,40.771465
190,6,818,434,820.39734,424.05078
191,1,100,237,97.9491,237.76547
191,2,215,226,214.03998,225.2006
191,3,368,194,368.64386,191.22485
191,4,675,218,676.0643,211.341
191,5,1062,48,1054.5989,41.16455
191,6,818,434,820.3888,424.0403
192,1,100,237,97.212166,238.16135
192,2,215,226,213.58794,225.71199
192,3,368,194,368.2577,191.791
192,4,675,218,675.805,212.20374
192,5,1062,48,1054.0177,42.006927
192,6,818,434,820.04675,424.79324
193,1,100,237,97.54387,238.06026
193,2,215,226,213.6487,225.37961
193,3,368,194,368.25183,191.39497
193,4,675,218,676.1218,211.8552
193,5,1062,48,1054.0441,41.64881
193,6,818,434,820.24854,424.4524
194,1,100,237,97.34231,237.91821
194,2,215,226,213.55473,225.35678
194,3,368,194,368.03925,191.48212
194,4,675,218,675.90234,211.96632
194,5,1062,48,1053.5769,41.766106
194,6,818,434,820.204,424.5864
195,1,100,237,97.60286,238.20445
195,2,215,226,213.93443,225.55719
195,3,368,194,368.37634,191.70554
195,4,675,218,675.88556,212.22247
195,5,1062,48,1053.6328,42.14704
195,6,818,434,820.25323,424.8463
196,1,100,237,97.61379,239.01099
196,2,215,226,213.7586,226.42491
196,3,368,194,368.1325,192.37741
196,4,675,218,675.9788,212.8243
196,5,1062,48,1053.603,42.74331
196,6,818,434,820.2984,425.07858
197,1,100,237,97.24422,239.22615
197,2,215,226,213.63654,226.69353
197,3,368,194,368.09338,192.58472
197,4,675,218,675.58234,212.93756
197,5,1062,48,1052.9615,42.422287
197,6,818,434,820.16064,425.03787
198,1,100,237,97.31403,239.23073
198,2,215,226,213.66975,226.69682
198,3,368,194,368.06982,192.68205
198,4,675,218,675.52985,212.91383
198,5,1062,48,1052.9529,42.41812
198,6,818,434,820.1228,425.01526
199,1,100,237,98.03486,239.75247
199,2,215,226,214.08733,226.95822
199,3,368,194,368.34753,192.87521
199,4,675,218,675.84656,212.8204
199,5,1062,48,1053.3173,42.40229
199,6,818,434,820.3523,425.1663
200,1,100,237,97.55706,239.95946
200,2,215,226,213.64572,227.1128
200,3,368,194,367.85715,192.96506
200,4,675,218,675.3875,212.61401
200,5,1062,48,1052.8086,42.404533
200,6,818,434,820.11084,424.9899
201,1,100,237,97.70228,240.46423
201,2,215,226,213.84846,227.67188
201,3,368,194,367.98688,193.4712
201,4,675,218,675.4183,213.00247
201,5,1062,48,1053.061,42.93035
201,6,818,434,820.361,425.61377
202,1,100,237,97.60116,240.4282
202,2,215,226,213.72716,227.69907
202,3,368,194,368.01187,193.56448
202,4,675,218,675.17017,213.13847
202,5,1062,48,1052.9935,42.885445
202,6,818,434,819.957,425.64233
203,1,100,237,97.60115,240.42819
203,2,215,226,213.7349,227.74065
203,3,368,194,368.06732,193.62189
203,4,675,218,675.18634,213.2381
203,5,1062,48,1053.0024,43.001163
203,6,818,434,819.9294,425.74377
204,1,100,237,97.785416,240.62619
204,2,215,226,213.83745,227.9112
204,3,368,194,368.21356,193.79732
204,4,675,218,675.6339,213.85376
204,5,1062,48,1053.2208,43.284126
204,6,818,434,819.91754,426.1337
205,1,100,237,97.66478,240.8825
205,2,215,226,213.69463,228.09232
205,3,368,194,368.14847,194.10033
205,4,675,218,675.50433,214.30101
205,5,1062,48,1053.1582,44.19169
205,6,818,434,819.8506,426.62515
206,1,100,237,97.57618,240.76207
206,2,215,226,213.59941,228.1632
206,3,368,194,368.11005,194.13885
206,4,675,218,675.3975,214.16965
206,5,1062,48,1053.18,44.800743
206,6,818,434,819.8377,426.8084
207,1,100,237,96.86431,240.36372
207,2,215,226,212.95593,227.92761
207,3,368,194,367.6795,194.19203
207,4,675,218,675.2837,214.57306
207,5,1062,48,1052.7837,45.155106
207,6,818,434,819.33606,427.43256
208,1,100,237,97.3573,240.19391
208,2,215,226,213.64673,227.95483
208,3,368,194,368.20883,194.13094
208,4,675,218,675.7542,215.0034
208,5,1062,48,1053.396,45.771038
208,6,818,434,819.864,427.64703
209,1,100,237,97.39069,240.16669
209,2,215,226,213.66774,227.92944
209,3,368,194,368.2684,194.1456
209,4,675,218,675.7517,215.00511
209,5,1062,48,1053.2163,45.77874
209,6,818,434,819.67053,427.8253
210,1,100,237,97.66404,240.78322
210,2,215,226,213.68127,228.33319
210,3,368,194,368.54016,194.74672
210,4,675,218,675.6153,215.42915
210,5,1062,48,1052.9658,46.558025
210,6,818,434,819.74304,427.89017
211,1,100,237,97.681,241.18849
211,2,215,226,213.87764,228.63052
211,3,368,194,368.2776,194.92148
211,4,675,218,675.8829,215.51674
211,5,1062,48,1052.7415,46.32187
211,6,818,434,820.1251,427.9452
212,1,100,237,97.76416,242.09946
212,2,215,226,213.76332,229.51083
212,3,368,194,368.2063,195.66484
212,4,675,218,675.2944,215.78532
212,5,1062,48,1052.4624,46.57633
212,6,818,434,819.72845,428.35577
213,1,100,237,97.5911,242.09753
213,2,215,226,213.67143,229.52232
213,3,368,194,368.118,195.58934
213,4,675,218,675.04395,215.78021
213,5,1062,48,1051.908,46.345512
213,6,818,434,819.3814,428.15622
214,1,100,237,97.87559,242.55305
214,2,215,226,213.7574,229.97722
214,3,368,194,368.19583,195.98315
214,4,675,218,675.29095,215.83876
214,5,1062,48,1052.4967,46.57235
214,6,818,434,819.6145,428.2361
215,1,100,237,97.7909,243.22917
215,2,215,226,213.97528,230.50694
215,3,368,194,368.23605,196.36644
215,4,675,218,675.36035,216.0236
215,5,1062,48,1052.3804,46.594852
215,6,818,434,819.9855,428.47134
216,1,100,237,97.76329,243.40201
216,2,215,226,213.939,230.72475
216,3,368,194,368.53445,196.64247
216,4,675,218,675.42737,215.9538
216,5,1062,48,1052.2119,46.605434
216,6,818,434,820.0614,428.4847
217,1,100,237,97.80618,244.54138
217,2,215,226,213.82332,231.71225
217,3,368,194,368.13937,197.42068
217,4,675,218,675.29126,216.90315
217,5,1062,48,1051.7698,47.312428
217,6,818,434,820.2011,429.00696
218,1,100,237,97.37868,244.6843
218,2,215,226,213.42188,231.89082
218,3,368,194,367.9046,197.82031
218,4,675,218,674.7804,217.3259
218,5,1062,48,1051.2898,47.563232
218,6,818,434,819.82916,429.2683
219,1,100,237,97.76317,244.70007
219,2,215,226,213.55598,231.96541
219,3,368,194,368.08862,197.88799
219,4,675,218,675.2428,217.66597
219,5,1062,48,1051.6416,48.207916
219,6,818,434,819.90393,429.61612
220,1,100,237,97.22988,244.74675
220,2,215,226,213.24828,231.99435
220,3,368,194,367.81363,198.10019
220,4,675,218,674.8305,218.0319
220,5,1062,48,1051.6473,48.72528
220,6,818,434,819.5356,430.15128
221,1,100,237,97.056786,244.79906
221,2,215,226,213.12679,232.0777
221,3,368,194,367.77014,198.19305
221,4,675,218,674.7963,218.3435
221,5,1062,48,1051.772,49.14543
221,6,818,434,819.2384,430.45273
222,1,100,237,96.864555,244.83882
222,2,215,226,212.97552,232.1531
222,3,368,194,367.65005,198.28926
222,4,675,218,675.01025,218.68742
222,5,1062,48,1051.7427,49.30635
222,6,818,434,819.30334,431.00735
223,1,100,237,96.895226,245.09593
223,2,215,226,213.13072,232.58232
223,3,368,194,367.73978,198.84122
223,4,675,218,674.7878,219.01714
223,5,1062,48,1051.3027,50.07437
223,6,818,434,819.2227,431.12714
224,1,100,237,96.85112,245.37878
224,2,215,226,212.99945,232.82283
224,3,368,194,367.4405,198.93118
224,4,675,218,674.4191,218.84705
224,5,1062,48,1051.0553,50.088615
224,6,818,434,819.1198,431.19168
225,1,100,237,97.21298,245.8788
225,2,215,226,213.0324,233.17554
225,3,368,194,367.42474,199.1398
225,4,675,218,674.3885,218.8647
225,5,1062,48,1051.1158,49.99707
225,6,818,434,819.1358,431.1927
226,1,100,237,97.09378,245.9246
226,2,215,226,212.99411,233.13815
226,3,368,194,367.36157,199.14224
226,4,675,218,674.35724,218.88075
226,5,1062,48,1051.0532,49.57247
226,6,818,434,819.0914,430.9481
227,1,100,237,97.192055,246.66597
227,2,215,226,212.9703,233.96103
227,3,368,194,367.2462,199.97377
227,4,675,218,674.2662,219.75362
